age,page,workst,pworkst,sex,psex,samesex,reldur,reldur_class,cohab,nkidsliv_class,relsat,prelsat,relint,prelint,tf_kiss,tf_hold,tf_hug,ptf_kiss,ptf_hold,ptf_hug,omo15i1_w2b,omo16i1_w2b,omo17i1_w2b,omo15i2_w2b,omo16i2_w2b,omo17i2_w2b,pomo15i1_w2b,pomo16i1_w2b,pomo17i1_w2b,pomo15i2_w2b,pomo16i2_w2b,pomo17i2_w2b,agediff_class,confm,pconfm,loneliness,ploneliness,lifsat,plifsat,extr,agree,consc,open,neur,depr,pdepr,self,pself,health,phealth,consv,god,pgod,pextr,pagree,pconsc,popen,pneur,east,peast,degurba,pdegurba,married,pconsv,ykage_class_w2b,pisced11,isced11
46,42,"Full time activity","Part-time activity","Male","Female","Different sex",3.833333,"3-5","Cohabiting","1","10 - Completely satisfied","10 - Completely satisfied",25,25,"21-50x","21-50x","21-50x","21-50x","21-50x","21-50x","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","21 to 50 times","2-5y. younger partner",23,24,"1 - Not at all","1 - Not at all","7","9",11,11,13,8,6,3,5,13,12,4,3,14,1,0,10,10,12,12,8,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",12,,6,6
35,42,"Full time activity","Full time activity","Female","Male","Different sex",8.416667,"6-10","Cohabiting","0","9","8",22,18,"21-50x","> 50x","21-50x","21-50x","11-20x","1-5x","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","11 to 20 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","6-10y. older partner",24,22,"2","2","7","7",11,12,11,10,7,5,6,12,12,4,4,22,5,6,9,10,12,12,9,"West Germany","West Germany","City","City","Married",17,,,4
43,44,"Part-time activity","Part-time activity","Female","Male","Different sex",10.08333,"6-10","Cohabiting","2","7","7",18,17,"6-10x","1-5x","1-5x","1-5x","11-20x","1-5x","6 to 10 times","1 to 5 times","1 to 5 times","No answer","6 to 10 times","6 to 10 times","1 to 5 times","11 to 20 times","1 to 5 times","11 to 20 times","21 to 50 times","21 to 50 times","Same age",22,20,"1 - Not at all","1 - Not at all","7","7",12,11,12,11,6,5,4,14,11,4,4,13,10,10,8,11,10,9,7,"West Germany","West Germany","Rural area","Rural area","Married",27,"2-5",3,6
48,47,"Full time activity","Full time activity","Female","Male","Different sex",25.91667,"21+","Cohabiting","2","7","8",20,,"11-20x","0x","6-10x","11-20x","6-10x","0x","11 to 20 times","Not at all","6 to 10 times","No answer","Not at all","No answer","11 to 20 times","6 to 10 times","Not at all","21 to 50 times","21 to 50 times","21 to 50 times","Same age",21,,"1 - Not at all","4","8","8",11,12,11,8,8,6,5,13,9,4,4,20,7,0,8,7,11,12,10,"West Germany","West Germany","Town or suburb","Town or suburb","Married",20,"14-17",6,7
33,34,"Full time activity","Full time activity","Female","Male","Different sex",.6666667,"0-2","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",23,26,"> 50x","> 50x","> 50x","> 50x","> 50x","> 50x","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","More than 50 times","Same age",25,29,"1 - Not at all","1 - Not at all","9","9",12,9,11,7,9,4,4,13,11,5,4,9,1,3,9,10,8,11,7,"West Germany","West Germany","City","City","Not married",19,,,7
34,39,"Full time activity","Full time activity","Female","Male","Different sex",4.166667,"3-5","Cohabiting","0","7","6",16,20,"11-20x","6-10x","6-10x","6-10x","11-20x","6-10x","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","2-5y. older partner",16,24,"1 - Not at all","1 - Not at all","7","7",11,11,11,12,11,6,3,11,13,3,4,12,3,8,6,10,11,8,5,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",16,,6,7
38,37,"Full time activity","Home","Male","Female","Different sex",11.58333,"11-20","Cohabiting","2","10 - Completely satisfied","9",22,22,"6-10x","11-20x","6-10x","6-10x","6-10x","6-10x","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","Same age",23,27,"1 - Not at all","1 - Not at all","8","6",7,11,14,9,6,3,7,15,9,4,4,11,0,0,9,8,14,6,13,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",11,"0-1",7,6
36,35,"Full time activity","Full time activity","Male","Female","Different sex",8,"6-10","Cohabiting","2","10 - Completely satisfied","10 - Completely satisfied",26,24,"> 50x","> 50x","> 50x","6-10x","6-10x","6-10x","More than 50 times","More than 50 times","More than 50 times","No answer","No answer","No answer","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","Same age",25,24,"1 - Not at all","3","9","9",7,12,14,8,6,3,6,13,8,5,4,8,0,0,10,9,10,11,10,"West Germany","West Germany","Town or suburb","Town or suburb","Married",13,"0-1",7,6
49,46,"Home","Part-time activity","Male","Female","Different sex",16.91667,"11-20","Cohabiting","2","3","3",18,,"0x","1-5x","1-5x","0x","0x","0x","Not at all","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","Not at all","Not at all","Not at all","1 to 5 times","Not at all","Not at all","2-5y. younger partner",24,,"4","1 - Not at all","4","9",9,13,14,14,7,4,5,12,15,3,4,25,1,0,6,12,10,13,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",25,"6-13",7,6
44,43,"Full time activity","Home","Female","Male","Different sex",12,"11-20","Cohabiting","2","5","3",16,14,"6-10x","0x","0x","1-5x","0x","0x","6 to 10 times","Not at all","Not at all","6 to 10 times","21 to 50 times","Not at all","1 to 5 times","Not at all","Not at all","11 to 20 times","11 to 20 times","11 to 20 times","Same age",23,21,"3","5 - Absolutely","5","3",7,13,11,11,9,5,5,13,9,4,5,11,0,0,12,8,14,10,9,"West Germany","West Germany","City","City","Married",13,"2-5",7,8
44,47,"Part-time activity","Full time activity","Female","Male","Different sex",11.25,"11-20","Cohabiting","3+","7","7",18,18,"11-20x","6-10x","1-5x","6-10x","11-20x","1-5x","11 to 20 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","21 to 50 times","6 to 10 times","2-5y. older partner",19,21,"1 - Not at all","1 - Not at all","6","7",8,12,13,11,8,6,5,10,12,4,4,12,7,8,11,11,9,12,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",10,"6-13",6,7
42,46,"Full time activity","Full time activity","Female","Male","Different sex",22,"21+","Cohabiting","2","8","10 - Completely satisfied",23,20,"11-20x","6-10x","1-5x","> 50x","11-20x","21-50x","11 to 20 times","6 to 10 times","1 to 5 times","No answer","No answer","No answer","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","2-5y. older partner",21,25,"1 - Not at all","1 - Not at all","8","7",10,9,12,7,8,3,6,13,10,3,3,7,0,0,10,8,14,8,10,"West Germany","West Germany","Rural area","Rural area","Married",13,"6-13",3,6
29,34,"Home","Full time activity","Female","Male","Different sex",7.25,"6-10","Cohabiting","2","9","10 - Completely satisfied",20,18,"21-50x","> 50x","> 50x","21-50x","1-5x","11-20x","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","1 to 5 times","11 to 20 times","21 to 50 times","1 to 5 times","11 to 20 times","2-5y. older partner",26,18,"1 - Not at all","1 - Not at all","9","8",6,15,9,10,7,3,4,11,11,3,4,10,5,0,7,9,11,8,8,"East Germany","East Germany","Town or suburb","Town or suburb","Married",7,"0-1",7,6
35,31,"Part-time activity","Part-time activity","Male","Female","Different sex",9.25,"6-10","Cohabiting","2","8","10 - Completely satisfied",24,26,"21-50x","21-50x","21-50x","21-50x","11-20x","6-10x","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","2-5y. younger partner",24,28,"2","1 - Not at all","7","9",6,11,11,8,8,6,4,11,15,4,4,11,0,2,10,12,15,11,8,"West Germany","West Germany","City","City","Married",14,"0-1",8,7
27,27,"Full time activity","Home","Male","Female","Different sex",7.916667,"6-10","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",30,30,"> 50x","6-10x","21-50x","> 50x","6-10x","> 50x","More than 50 times","6 to 10 times","21 to 50 times","More than 50 times","6 to 10 times","21 to 50 times","More than 50 times","6 to 10 times","More than 50 times","More than 50 times","6 to 10 times","More than 50 times","Same age",30,30,"2","1 - Not at all","8","8",10,14,10,14,5,3,8,14,15,4,4,13,0,0,9,12,13,15,9,"West Germany","West Germany","City","City","Married",13,,7,7
21,23,"Full time activity","Full time activity","Female","Male","Different sex",5.666667,"3-5","Cohabiting","0","9","7",21,21,"6-10x","21-50x","6-10x","1-5x","11-20x","1-5x","6 to 10 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","6 to 10 times","1 to 5 times","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","2-5y. older partner",24,21,"2","2","8","6",13,11,10,9,10,6,4,10,12,4,4,19,7,1,11,10,13,14,6,"West Germany","West Germany","Rural area","Rural area","Not married",22,,,3
44,42,,"Full time activity","Female","Male","Different sex",22.75,"21+","Cohabiting","2","7","8",21,25,"11-20x","11-20x","11-20x","6-10x","6-10x","1-5x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","More than 50 times","More than 50 times","6 to 10 times","2-5y. younger partner",22,27,"1 - Not at all","1 - Not at all","8","9",9,9,15,8,6,4,6,13,14,4,4,19,0,3,10,12,13,14,6,"West Germany","West Germany","Town or suburb","Town or suburb","Married",19,"6-13",4,7
36,31,"Full time activity","Full time activity","Male","Female","Different sex",7.666667,"6-10","Cohabiting","0","8","9",18,21,"21-50x","11-20x","6-10x","6-10x","1-5x","0x","21 to 50 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","6 to 10 times","6 to 10 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","Not at all","2-5y. younger partner",22,22,"1 - Not at all","1 - Not at all","7","7",13,11,11,9,3,3,6,13,14,4,3,7,0,10,10,13,10,8,10,"West Germany","West Germany","City","City","Not married",16,,7,7
38,39,"Full time activity","Full time activity","Female","Female","Different sex",9.333333,"6-10","Cohabiting","2","1","6",15,,"6-10x","6-10x","1-5x","11-20x","11-20x","6-10x","6 to 10 times","6 to 10 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","Same age",22,,"2","3","3","5",8,14,11,10,12,9,6,7,9,4,5,21,3,5,9,14,10,11,8,"West Germany","West Germany","Town or suburb","Town or suburb","Married",22,"2-5",,7
35,31,"Full time activity","Part-time activity","Male","Male","Same sex",8.166667,"6-10","Cohabiting","0","8","9",17,15,"21-50x","1-5x","21-50x","11-20x","1-5x","11-20x","21 to 50 times","1 to 5 times","21 to 50 times","More than 50 times","11 to 20 times","More than 50 times","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times","11 to 20 times","2-5y. younger partner",17,19,"4","1 - Not at all","7","8",4,11,9,6,12,6,3,7,13,4,4,13,1,9,13,10,11,13,10,"West Germany","West Germany","City","City","Married",12,,7,6
41,47,"Full time activity","Full time activity","Female","Male","Different sex",16,"11-20","Cohabiting","1","8","6",16,17,"6-10x","0x","1-5x","6-10x","1-5x","0x","6 to 10 times","Not at all","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","6 to 10 times","1 to 5 times","Not at all","21 to 50 times","21 to 50 times","21 to 50 times","6-10y. older partner",14,15,"3","4","5","5",6,9,9,8,10,7,7,6,9,2,2,16,8,8,12,11,11,12,10,"West Germany","West Germany","Rural area","Rural area","Not married",17,"6-13",6,6
37,43,"Full time activity","Full time activity","Female","Male","Different sex",4.5,"3-5","Cohabiting","0","8","8",21,,"11-20x","1-5x","1-5x","11-20x","1-5x","1-5x","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","6 to 10 times","6-10y. older partner",,,"3","2","9","6",5,10,10,7,9,6,6,10,11,4,4,10,0,0,8,12,12,11,10,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",11,,6,3
32,31,"Home","Full time activity","Female","Male","Different sex",13.08333,"11-20","Cohabiting","2","9","9",23,26,"6-10x","6-10x","6-10x","1-5x","6-10x","1-5x","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","21 to 50 times","1 to 5 times","6 to 10 times","1 to 5 times","11 to 20 times","11 to 20 times","11 to 20 times","Same age",25,27,"2","2","9","8",11,11,11,12,9,6,5,10,11,4,3,14,8,10,8,13,12,9,6,"West Germany","West Germany","Town or suburb","Town or suburb","Married",13,"0-1",7,7
25,24,"Full time activity","Full time activity","Female","Female","Same sex",3.583333,"3-5","Cohabiting","0","9","9",25,26,"11-20x","1-5x","11-20x","11-20x","6-10x","6-10x","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","Same age",28,28,"2","1 - Not at all","7","9",7,13,9,9,9,6,4,13,14,5,5,14,0,0,12,14,13,11,8,"West Germany","West Germany","City","City","Not married",11,,6,4
44,37,"Full time activity","Home","Male","Female","Different sex",9.75,"6-10","Cohabiting","2","8","10 - Completely satisfied",,,"11-20x","11-20x","11-20x","11-20x","0x","1-5x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","Not at all","1 to 5 times","21 to 50 times","Not at all","6 to 10 times","6-10y. younger partner",,,"2","1 - Not at all","7","10 - Completely satisfied",9,13,13,11,7,5,5,12,14,4,5,7,10,10,9,13,14,8,6,"East Germany",,"Rural area",,"Married",9,"2-5",,3
23,23,"Full time activity","Full time activity","Female","Male","Different sex",4.333333,"3-5","Cohabiting","0","7","8",27,,"21-50x","> 50x","21-50x","21-50x","> 50x","21-50x","21 to 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","Same age",25,,"1 - Not at all","3","6","4",,13,12,10,14,10,6,10,12,4,4,19,0,0,10,10,8,7,8,"West Germany","West Germany","City","City","Not married",16,,4,3
48,51,"Part-time activity","Full time activity","Female","Male","Different sex",22.75,"21+","Cohabiting","2","8","5",14,18,"6-10x","6-10x","1-5x","1-5x","1-5x","1-5x","6 to 10 times","6 to 10 times","1 to 5 times","Not at all","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","2-5y. older partner",22,17,"3","3","8","6",10,12,15,10,10,5,6,9,10,3,3,19,2,5,7,7,9,7,10,"West Germany","West Germany","Rural area","Rural area","Married",11,"6-13",3,7
37,37,"Part-time activity","Full time activity","Female","Male","Different sex",8.666667,"6-10","Cohabiting","1","6","4",,10,"1-5x","1-5x","1-5x","0x","0x","1-5x","1 to 5 times","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","1 to 5 times","Not at all","Not at all","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","Same age",,15,"2","4","8","7",11,6,11,9,11,5,7,9,6,4,3,20,8,4,9,12,9,10,10,"West Germany","West Germany","Town or suburb","Town or suburb","Married",24,"2-5",,3
28,23,"Full time activity","Part-time activity","Male","Female","Different sex",3.25,"3-5","Cohabiting","0","7","9",23,28,"11-20x","1-5x","6-10x","21-50x","11-20x","11-20x","11 to 20 times","1 to 5 times","6 to 10 times","11 to 20 times","1 to 5 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","21 to 50 times","11 to 20 times","2-5y. younger partner",23,26,"2","2","8","8",10,7,12,9,4,4,5,14,14,4,3,15,1,8,11,13,11,11,11,"West Germany","West Germany","City","City","Not married",16,,6,6
33,36,"Home","Full time activity","Female","Male","Different sex",14.33333,"11-20","Cohabiting","3+","8","9",21,17,"11-20x","6-10x","1-5x","11-20x","11-20x","6-10x","11 to 20 times","6 to 10 times","1 to 5 times","21 to 50 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","More than 50 times","21 to 50 times","11 to 20 times","2-5y. older partner",19,23,"2","3","8","8",12,12,11,10,7,5,4,10,15,4,3,16,8,10,11,11,14,13,5,"West Germany","West Germany","City","City","Married",15,"0-1",7,7
23,23,"Full time activity","Full time activity","Male","Female","Different sex",1.416667,"0-2","Separate households","0","9","8",19,20,"21-50x","11-20x","21-50x","0x","0x","0x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","Not at all","Not at all","Not at all","More than 50 times","More than 50 times","More than 50 times","Same age",21,20,"1 - Not at all","5 - Absolutely","9","9",8,12,9,11,6,5,9,12,12,4,4,21,0,0,7,9,14,10,13,"West Germany","West Germany","City","City","Not married",15,,3,3
41,40,"Full time activity","Part-time activity","Male","Female","Different sex",17.33333,"11-20","Cohabiting","2","7","8",22,19,"11-20x","11-20x","11-20x","6-10x","6-10x","6-10x","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","11 to 20 times","11 to 20 times","Same age",23,24,"2","1 - Not at all","7","8",7,12,13,8,6,5,5,11,10,5,3,14,2,7,11,9,12,9,8,"West Germany","West Germany","City","City","Married",14,"2-5",6,7
46,42,"Full time activity","Full time activity","Female","Male","Different sex",7.083333,"6-10","Cohabiting","1","7","7",,18,"1-5x","1-5x","1-5x","6-10x","6-10x","6-10x","1 to 5 times","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","More than 50 times","More than 50 times","More than 50 times","2-5y. younger partner",,15,"2","1 - Not at all","5","7",12,9,10,10,8,6,5,7,14,4,4,21,8,10,4,6,9,3,4,"West Germany","West Germany","City","Rural area","Married",16,"2-5",,3
29,29,"Full time activity","Full time activity","Male","Female","Different sex",4.083333,"3-5","Cohabiting","0","8","6",22,,"11-20x","6-10x","6-10x","6-10x","11-20x","6-10x","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","6 to 10 times","11 to 20 times","6 to 10 times","Same age",27,,"1 - Not at all","4","7","7",15,10,12,12,6,4,6,13,11,4,4,14,1,8,8,13,9,8,10,"West Germany","West Germany","City","Town or suburb","Married",13,,6,
27,24,"Full time activity","Full time activity","Male","Female","Different sex",5,"3-5","Cohabiting","0","8","9",24,22,"21-50x","11-20x","11-20x","> 50x","> 50x","21-50x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","More than 50 times","More than 50 times","21 to 50 times","More than 50 times","More than 50 times","21 to 50 times","2-5y. younger partner",25,25,"1 - Not at all","1 - Not at all","8","6",8,12,13,12,5,3,9,13,12,5,3,19,10,10,5,12,11,10,11,"West Germany","West Germany","Rural area","Rural area","Married",10,,4,7
25,33,"Full time activity","Full time activity","Female","Male","Different sex",5.75,"3-5","Cohabiting","0","9","8",23,22,"11-20x","11-20x","11-20x","6-10x","21-50x","21-50x","11 to 20 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","6 to 10 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","6-10y. older partner",25,26,"2","1 - Not at all","6","8",9,9,10,8,11,8,3,9,14,3,4,17,0,0,9,9,14,6,3,"East Germany","East Germany","Town or suburb","Town or suburb","Not married",8,,6,4
35,36,"Full time activity","Full time activity","Female","Male","Different sex",16.16667,"11-20","Cohabiting","3+","7","7",20,15,"21-50x","21-50x","21-50x","21-50x","6-10x","6-10x","21 to 50 times","21 to 50 times","21 to 50 times","1 to 5 times","Not at all","1 to 5 times","21 to 50 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","11 to 20 times","Same age",21,21,"2","2","8","6",11,12,12,10,4,4,5,12,11,5,5,17,0,0,8,8,8,10,9,"West Germany","West Germany","Town or suburb","Town or suburb","Married",20,"2-5",3,4
43,41,"Full time activity","Part-time activity","Male","Female","Different sex",24.25,"21+","Cohabiting","2","8","7",21,19,"21-50x","11-20x","21-50x","6-10x","6-10x","1-5x","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","6 to 10 times","6 to 10 times","1 to 5 times","6 to 10 times","11 to 20 times","6 to 10 times","2-5y. younger partner",21,17,"1 - Not at all","2","8","7",10,13,12,9,6,4,6,13,13,3,3,12,2,0,7,7,8,7,8,"East Germany","East Germany","Town or suburb","Town or suburb","Married",14,"6-13",6,7
32,26,"Full time activity","Full time activity","Male","Female","Different sex",6.75,"6-10","Cohabiting","0","9","8",21,27,"21-50x","11-20x","11-20x","11-20x","6-10x","6-10x","21 to 50 times","11 to 20 times","11 to 20 times","21 to 50 times","11 to 20 times","11 to 20 times","11 to 20 times","6 to 10 times","6 to 10 times","21 to 50 times","11 to 20 times","21 to 50 times","6-10y. younger partner",22,25,"1 - Not at all","1 - Not at all","9","8",7,10,8,8,6,3,4,13,10,4,4,13,7,7,8,12,14,8,9,"West Germany","West Germany","City","Town or suburb","Married",14,,6,6
34,34,,"Full time activity","Female","Male","Different sex",12.08333,"11-20","Cohabiting","1","9","10 - Completely satisfied",26,24,"11-20x","11-20x","6-10x","21-50x","11-20x","21-50x","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","21 to 50 times","11 to 20 times","21 to 50 times","More than 50 times","More than 50 times","More than 50 times","Same age",23,24,"1 - Not at all","2","8","8",10,12,12,11,8,6,6,14,7,4,2,16,6,1,8,10,11,11,10,"West Germany","West Germany","Town or suburb","City","Married",17,"6-13",6,6
42,39,"Full time activity","Part-time activity","Male","Female","Different sex",9,"6-10","Cohabiting","1","8","8",20,22,"1-5x","1-5x","6-10x","1-5x","1-5x","6-10x","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","1 to 5 times","1 to 5 times","6 to 10 times","2-5y. younger partner",22,23,"1 - Not at all","4","8","7",9,11,9,10,7,5,6,12,10,3,4,17,7,0,10,8,11,10,11,"West Germany","West Germany","Town or suburb","Town or suburb","Married",17,"2-5",6,
51,59,"Full time activity","Full time activity","Female","Male","Different sex",8.416667,"6-10","Cohabiting","0",,"9",24,20,"21-50x","21-50x","21-50x","21-50x","6-10x","> 50x","21 to 50 times","21 to 50 times","21 to 50 times","No answer","No answer","No answer","21 to 50 times","6 to 10 times","More than 50 times","21 to 50 times","6 to 10 times","More than 50 times","6-10y. older partner",26,23,"1 - Not at all","1 - Not at all",,"8",8,12,11,9,7,4,6,9,10,4,3,8,0,2,8,11,9,12,8,"West Germany","West Germany","Town or suburb","Town or suburb","Not married",18,,4,3
28,29,"Full time activity","Full time activity","Male","Female","Different sex",5.333333,"3-5","Cohabiting","0","10 - Completely satisfied","10 - Completely satisfied",28,26,"21-50x","21-50x","1-5x","21-50x","> 50x","21-50x","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","Same age",26,26,"1 - Not at all","1 - Not at all","7","8",10,12,10,6,5,4,4,15,13,5,4,7,0,0,8,10,14,11,6,"West Germany","West Germany","City","City","Married",8,,3,6
41,42,"Full time activity","Full time activity","Male","Female","Different sex",5.083333,"3-5","Cohabiting","0","7","7",21,,"6-10x","11-20x","6-10x","1-5x","6-10x","1-5x","6 to 10 times","11 to 20 times","6 to 10 times","No answer","No answer","No answer","1 to 5 times","6 to 10 times","1 to 5 times","6 to 10 times","6 to 10 times","6 to 10 times","Same age",17,,"2","3","8","7",9,10,8,8,7,4,4,12,11,3,5,17,0,0,10,8,10,12,7,"East Germany","East Germany","City","City","Not married",15,,6,3
50,55,,"Full time activity","Female","Male","Different sex",31.25,"21+","Cohabiting","2","8","6",,16,"1-5x","1-5x","0x","1-5x","1-5x","1-5x","1 to 5 times","1 to 5 times","Not at all","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","1 to 5 times","11 to 20 times","6 to 10 times","21 to 50 times","2-5y. older partner",20,21,"1 - Not at all","1 - Not at all","9","7",10,12,11,10,6,6,6,15,12,3,3,18,10,10,6,13,6,9,9,"West Germany","West Germany","City","City","Married",25,"6-13",,3
38,33,"Full time activity","Part-time activity","Male","Female","Different sex",17.58333,"11-20","Cohabiting","0","8","8",21,26,"21-50x","21-50x","11-20x","> 50x","11-20x","21-50x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","More than 50 times","11 to 20 times","21 to 50 times","More than 50 times","11 to 20 times","21 to 50 times","2-5y. younger partner",28,27,"2","1 - Not at all","9","7",8,8,9,9,6,5,5,14,14,3,4,13,0,0,8,14,10,12,6,"West Germany","West Germany","Rural area","Rural area","Married",11,,7,6
40,39,"Home","Home","Male","Female","Different sex",12.91667,"11-20","Cohabiting","3+","10 - Completely satisfied","7",24,23,"11-20x","11-20x","1-5x","11-20x","11-20x","6-10x","11 to 20 times","11 to 20 times","1 to 5 times","21 to 50 times","21 to 50 times","1 to 5 times","11 to 20 times","11 to 20 times","6 to 10 times","11 to 20 times","11 to 20 times","6 to 10 times","Same age",24,23,"2","1 - Not at all","8","8",9,9,12,13,4,4,3,15,13,4,3,9,0,0,12,11,11,10,7,"West Germany","West Germany","Town or suburb","Town or suburb","Married",12,"0-1",6,7
49,54,,"Full time activity","Female","Male","Different sex",1.416667,"0-2","Cohabiting","0","9","8",,,"21-50x","21-50x","11-20x","> 50x","21-50x","21-50x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","11 to 20 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","More than 50 times","21 to 50 times","21 to 50 times","2-5y. older partner",,,"1 - Not at all","1 - Not at all","7","9",9,10,10,9,7,5,3,,13,3,3,,6,9,7,9,12,10,4,"West Germany","West Germany","City","City","Not married",25,,,1
29,30,"Full time activity","Full time activity","Female","Male","Different sex",9.833333,"6-10","Cohabiting","1","10 - Completely satisfied","9",23,22,"21-50x","21-50x","11-20x","21-50x","11-20x","> 50x","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","21 to 50 times","11 to 20 times","21 to 50 times","11 to 20 times","More than 50 times","21 to 50 times","11 to 20 times","More than 50 times","Same age",23,21,"2","1 - Not at all","6","9",10,10,10,7,9,6,3,12,13,4,4,15,0,1,9,11,12,9,6,"West Germany","West Germany","Town or suburb","Town or suburb","Married",12,"0-1",3,4
